ElementID,SetNumber,Qty,Colour,Category,DesignID,ElementName,ImageURL,ElementSetCount,PiecesPresent
4560183,75105-1,3,Medium Stone Grey,Plates,87079,FLAT TILE 2X4,/cdn/product-assets/element.img.lod5photo.192x192/4560183.jpg,485,3
4565433,75105-1,2,Medium Stone Grey,Buildings & Furniture,87618,Function element MALE,/cdn/product-assets/element.img.lod5photo.192x192/4565433.jpg,100,0
4568637,75105-1,7,Medium Stone Grey,Bricks,85984,"ROOF TILE 1 X 2 X 2/3, ABS",/cdn/cs/set/assets/bltddea98d9d4a3178c/4568637.jpg,481,0
4597901,75105-1,4,Medium Stone Grey,Bricks,88930,PLATE W. BOW 2x4x2/3,/cdn/cs/set/assets/blt35571a8de37f9cf4/4597901.jpg,43,0
4598522,75105-1,2,Medium Stone Grey,Plates,92438,PLATE 8X16,/cdn/product-assets/element.img.lod5photo.192x192/4598522.jpg,53,2
4598526,75105-1,6,Medium Stone Grey,Plates,92280,PLATE 1X2 W. VERTICAL GRIP,/cdn/cs/set/assets/blt4a972e4eb70a78bf/4598526.jpg,267,0
4625582,75105-1,2,Medium Stone Grey,Plates,6177,PLATE Ø63.84 W. 4 KNOBS,/cdn/product-assets/element.img.lod5photo.192x192/4625582.jpg,13,2
4629798,75105-1,1,Medium Stone Grey,Bricks,48310,"CONE, HALF 8X4X6",/cdn/product-assets/element.img.lod5photo.192x192/4629798.jpg,4,1
4654580,75105-1,1,Medium Stone Grey,Plates,99207,ANGULAR PLATE 1.5 BOT. 1X2 2/2,/cdn/cs/set/assets/blt60c587353ff9abfe/4654580.jpg,578,1
6015349,75105-1,4,Medium Stone Grey,Plates,11213,PLATE 6X6 ROUND WITH TUBE SNAP,/cdn/product-assets/element.img.lod5photo.192x192/6015349.jpg,145,0
6028015,75105-1,4,Medium Stone Grey,Plates,11833,Plate Round 4X4 with Ø16mm hole,/cdn/product-assets/element.img.lod5photo.192x192/6028015.jpg,19,4
6043639,75105-1,1,Medium Stone Grey,Plates,14418,PLATE 1X2 BALL CUP / FRICTION END,/cdn/cs/set/assets/bltc6aa438f7e6570b0/6043639.jpg,433,0
6048848,75105-1,2,Medium Stone Grey,Plates,14181,AEROPLANEWING 4X9,/cdn/cs/set/assets/blt488c550cc8eb3406/6048848.jpg,38,0
6052200,75105-1,4,Medium Stone Grey,Plates,14769,"FLAT TILE 2X2, ROUND",/cdn/cs/set/assets/blt8b3d0ae82b3bb65e/6052200.jpg,254,0
6056596,75105-1,1,Medium Stone Grey,"Cables, Hoses & Strings",14301,FLEX TUBE 12 M,/cdn/product-assets/element.img.lod5photo.192x192/6056596.jpg,23,0
6066097,75105-1,4,Medium Stone Grey,Plates,15573,PLATE 1X2 W. 1 KNOB,/cdn/cs/set/assets/blt0937ad071b3f7b45/6066097.jpg,650,0
6075237,75105-1,1,Medium Stone Grey,Minifigure Parts,62810,WIG BOY,/cdn/product-assets/element.img.lod5photo.192x192/6075237.jpg,18,0
6081975,75105-1,3,Medium Stone Grey,Buildings & Furniture,18274,STICK 6M W/FLANGE,/cdn/product-assets/element.img.lod5photo.192x192/6081975.jpg,59,0
6117967,75105-1,2,Medium Stone Grey,Plates,21712,ANGLE PLATE 1X2 / 2X2,/cdn/cs/set/assets/blt54d76bb44566cff9/6117967.jpg,279,2
6118827,75105-1,2,Medium Stone Grey,Plates,21731,ANGLE PLATE 1X2 / 2X4,/cdn/cs/set/assets/blt9ed048e5521a91d8/6118827.jpg,116,0
6124903,75105-1,1,Medium Stone Grey,Minifigure Parts,76382,MINI UPPER PART NO 3145,/cdn/product-assets/element.img.lod5photo.192x192/6124903.jpg,6,0
6146223,75105-1,2,Medium Stone Grey,Buildings & Furniture,26169,WALL ELEMENT 1X2X1,/cdn/product-assets/element.img.lod5photo.192x192/6146223.jpg,146,0
6206249,75105-1,8,Medium Stone Grey,Bricks,31493,BRICK 1X2 WITH CROSS HOLE,/cdn/product-assets/element.img.lod5photo.192x192/6206249.jpg,196,0
4211375,75105-1,1,Medium Stone Grey,Connectors,2736,BALL W. CROSS AXLE,/cdn/product-assets/element.img.lod5photo.192x192/4211375.jpg,377,0
4211610,75105-1,4,Medium Stone Grey,Technic Beams,32140,TECHNIC ANG. BEAM 4X2 90 DEG,/cdn/product-assets/element.img.lod5photo.192x192/4211610.jpg,91,0
4211713,75105-1,2,Medium Stone Grey,Technic Beams,32526,TECHNIC ANG. BEAM 3X5 90 DEG.,/cdn/cs/set/assets/blt2c109b893e529ee8/4211713.jpg,123,0
4211815,75105-1,4,Medium Stone Grey,Connectors,4519,CROSS AXLE 3M,/cdn/cs/set/assets/blt260be1514b6882e4/4211815.jpg,1248,0
4667578,75105-1,6,Medium Stone Grey,Miscellaneous,2723,DISK Ø24,/cdn/product-assets/element.img.lod5photo.192x192/4667578.jpg,62,5
6173127,75105-1,2,Medium Stone Grey,Connectors,29219,"TUBE, W/ DOUBLE 4.85 HOLE",/cdn/cs/set/assets/bltcb65b48dfaaba90b/6173127.jpg,181,0
4211311,75105-1,1,Reddish Brown,Minifigure Accessories,2561,MINI FLINTGUN,/cdn/product-assets/element.img.lod5photo.192x192/4211311.jpg,46,0
4536847,75105-1,1,Reddish Brown,Minifigure Accessories,2562,MINI FLINTLOCK PISTOL,/cdn/product-assets/element.img.lod5photo.192x192/4536847.jpg,33,0
6036503,75105-1,2,Reddish Brown,Bricks,92947,PROFILE BRICK Ø15.83 W. CROSS,/cdn/cs/set/assets/blt0a910fb566a8a629/6036503.jpg,84,0
6092590,75105-1,2,Reddish Brown,Plates,15573,PLATE 1X2 W. 1 KNOB,/cdn/cs/set/assets/blt46838dc3e302c2af/6092590.jpg,318,0
6127307,75105-1,1,Reddish Brown,Minifigure Parts,23952,MINI HEAD NO '1807',/cdn/product-assets/element.img.lod5photo.192x192/6127307.jpg,6,0
4247145,75105-1,1,Sand Yellow,Bricks,3001,BRICK 2X4,/cdn/cs/set/assets/blt6d4c4674fc7d8d0c/4247145.jpg,73,0
4255416,75105-1,1,Sand Yellow,Bricks,3003,BRICK 2X2,/cdn/cs/set/assets/blt7ccd9c9303599e97/4255416.jpg,127,0
4267874,75105-1,2,Sand Yellow,Plates,3020,PLATE 2X4,/cdn/cs/set/assets/blt0ca3b095afbf5c2b/4267874.jpg,291,0
4496699,75105-1,3,Sand Yellow,Plates,3069,FLAT TILE 1X2,/cdn/cs/set/assets/blt4d53ad56bac4803d/4496699.jpg,218,0
4528604,75105-1,14,Sand Yellow,Plates,3023,PLATE 1X2,/cdn/cs/set/assets/blt1cf09ed103255f81/4528604.jpg,422,0
4550329,75105-1,4,Sand Yellow,Plates,3795,PLATE 2X6,/cdn/cs/set/assets/blt1fadb9aa71103629/4550329.jpg,209,0
4616593,75105-1,4,Sand Yellow,Bricks,3678,ROOF TILE 2X2X2/65 DEG.,/cdn/product-assets/element.img.lod5photo.192x192/4616593.jpg,30,0
4626904,75105-1,6,Sand Yellow,Plates,3710,PLATE 1X4,/cdn/cs/set/assets/blt4ac9ae09e537fb12/4626904.jpg,268,0
6001822,75105-1,8,Sand Yellow,Bricks,3010,BRICK 1X4,/cdn/cs/set/assets/blt5c11f2d418bbe46d/6001822.jpg,93,0
6035540,75105-1,2,Sand Yellow,Plates,3021,PLATE 2X3,/cdn/product-assets/element.img.lod5photo.192x192/6035540.jpg,191,0
6101254,75105-1,4,Sand Yellow,Bricks,11477,PLATE W. BOW 1X2X2/3,/cdn/cs/set/assets/blt2807b12c324f4ea1/6101254.jpg,84,0
6125647,75105-1,1,Sand Yellow,Minifigure Parts,23865,MINI LOWER PART 'NO. 932',/cdn/product-assets/element.img.lod5photo.192x192/6125647.jpg,6,0
4619636,75105-1,20,Silver Metallic,Plates,2412,RADIATOR GRILLE 1X2,/cdn/product-assets/element.img.lod5photo.192x192/4619636.jpg,444,0
4655241,75105-1,4,Silver Metallic,Plates,98138,"FLAT TILE 1X1, ROUND",/cdn/product-assets/element.img.lod5photo.192x192/4655241.jpg,77,0
6020990,75105-1,2,Silver Metallic,Plates,75937,PARABOLIC RING,/cdn/product-assets/element.img.lod5photo.192x192/6020990.jpg,79,2
6124928,75105-1,1,Silver Metallic,Minifigure Accessories,92738,BLASTER SMALL,/cdn/product-assets/element.img.lod5photo.192x192/6124928.jpg,18,0
4631480,75105-1,1,Transparent,Plates,96926,"ROUND PLATE Ø32X6,4 FALCON DEC",/cdn/product-assets/element.img.lod5photo.192x192/4631480.jpg,2,1
6230167,75105-1,1,Transparent,Bricks,96922,"CONE, HALF 8X4X6,FALCON DEC.1",/cdn/product-assets/element.img.lod5photo.192x192/6230167.jpg,1,0
6240215,75105-1,4,Transparent Blue,Plates,28653,PLATE 1X2,/cdn/cs/set/assets/bltc07f4139bce73287/6240215.jpg,72,0
6240227,75105-1,1,Transparent Bright Orange,Plates,34823,PLATE 1X1 ROUND,/cdn/product-assets/element.img.lod5photo.192x192/6240227.jpg,213,0
6240225,75105-1,2,Transparent Light Blue,Plates,34823,PLATE 1X1 ROUND,/cdn/cs/set/assets/blt350a1a45348de84d/6240225.jpg,269,0
4631648,75105-1,1,Transparent Light Blue,"Cables, Hoses & Strings",43675,CORRUGATED PIPE 152MM,/cdn/product-assets/element.img.lod5photo.192x192/4631648.jpg,3,0
4646864,75105-1,2,Transparent Red,Plates,98138,"FLAT TILE 1X1, ROUND",/cdn/cs/set/assets/blt49437c23c483b7b7/4646864.jpg,167,0
6054526,75105-1,3,Transparent Red,Miscellaneous,15303,ARROW 8M FOR SPRING SHOOTER,/cdn/product-assets/element.img.lod5photo.192x192/6054526.jpg,69,0
6208450,75105-1,5,Transparent Red,Plates,34823,PLATE 1X1 ROUND,/cdn/cs/set/assets/bltb9b71a2743b44443/6208450.jpg,422,0
300401,75105-1,1,White,Bricks,3004,BRICK 1X2,/cdn/cs/set/assets/blta73c5691a72732dc/300401.jpg,1263,0
379501,75105-1,1,White,Plates,3795,PLATE 2X6,/cdn/cs/set/assets/bltd61a602677f3172f/379501.jpg,775,0
393701,75105-1,1,White,Miscellaneous,3937,ROCKER BEARING 1X2,/cdn/product-assets/element.img.lod5photo.192x192/393701.jpg,200,0
434501,75105-1,1,White,Buildings & Furniture,4345,"MAILBOX, CASING 2X2X2",/cdn/cs/set/assets/bltc0f48f3c281d9f2d/434501.jpg,130,0
434601,75105-1,1,White,Buildings & Furniture,4346,"MAILBOX, FRONT 2X2",/cdn/cs/set/assets/blte0d4c8494a8e2da8/434601.jpg,75,0
4538353,75105-1,2,White,Plates,61252,PLATE 1X1 W/HOLDER VERTICAL,/cdn/cs/set/assets/blt060f9bf695c197e0/4538353.jpg,144,0
4560929,75105-1,1,White,Plates,87609,PLATE 2X6X2/3 W 4 HOR. KNOB,/cdn/product-assets/element.img.lod5photo.192x192/4560929.jpg,61,0
4597131,75105-1,1,White,Plates,92593,PLATE 1X4 W. 2 KNOBS,/cdn/cs/set/assets/blt9dceadf5775c7dd9/4597131.jpg,144,0
4598527,75105-1,4,White,Plates,92280,PLATE 1X2 W. VERTICAL GRIP,/cdn/product-assets/element.img.lod5photo.192x192/4598527.jpg,98,0
6124646,75105-1,1,White,Minifigure Accessories,23724,MINI HAT NO. 8 'DECO NO.1',/cdn/product-assets/element.img.lod5photo.192x192/6124646.jpg,4,0
6195427,75105-1,1,White,Bricks,34463,DOUBLE SPHERE 2X2X1 2/3 W/KNOB'NO.1',/cdn/product-assets/element.img.lod5photo.192x192/6195427.jpg,4,0
